id,raw_text,cleaned_text,created_at,sentiment_score,sentiment_label,party
623,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-15 14:30:09.397766,0.0,Neutral,Other
624,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-29 14:30:09.397766,0.0516,Positive,AAP
625,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-15 14:30:09.397766,0.296,Positive,BJP
626,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-28 14:30:09.397766,0.5574,Positive,Other
627,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-20 14:30:09.397766,0.0,Neutral,Other
628,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-18 14:30:09.397766,0.5574,Positive,Other
629,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-04-04 14:30:09.397766,0.4019,Positive,BJP
630,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-13 14:30:09.397766,-0.1779,Negative,BJP
631,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-30 14:30:09.397766,0.296,Positive,BJP
632,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-15 14:30:09.397766,0.5574,Positive,Other
633,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-15 14:30:09.397766,0.0,Neutral,BJP
634,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-21 14:30:09.397766,-0.1779,Negative,BJP
635,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-20 14:30:09.397766,0.296,Positive,BJP
636,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-04-02 14:30:09.397766,0.5574,Positive,Other
637,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-12 14:30:09.397766,-0.1779,Negative,BJP
638,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-21 14:30:09.397766,0.296,Positive,BJP
639,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-19 14:30:09.397766,0.25,Positive,Other
640,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-18 14:30:09.397766,0.296,Positive,BJP
641,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-26 14:30:09.397766,0.743,Positive,Other
642,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-04-03 14:30:09.397766,0.0,Neutral,BJP
643,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-25 14:30:09.397766,0.7184,Positive,BJP
644,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-04-04 14:30:09.397766,0.296,Positive,BJP
645,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-30 14:30:09.397766,0.5574,Positive,Other
646,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-21 14:30:09.397766,0.25,Positive,Other
647,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-20 14:30:09.397766,0.6801,Positive,BJP
648,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-30 14:30:09.397766,-0.1779,Negative,BJP
649,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-18 14:30:09.397766,0.0,Neutral,BJP
650,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-24 14:30:09.397766,0.0,Neutral,BJP
651,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-11 14:30:09.397766,0.3818,Positive,AAP
652,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-14 14:30:09.397766,0.3818,Positive,AAP
653,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-13 14:30:09.397766,0.6369,Positive,AAP
654,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-14 14:30:09.397766,0.25,Positive,Other
655,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-12 14:30:09.397766,0.4767,Positive,AAP
656,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-22 14:30:09.397766,0.296,Positive,BJP
657,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-04-02 14:30:09.397766,0.4215,Positive,Other
658,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-31 14:30:09.397766,0.6801,Positive,BJP
659,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-25 14:30:09.397766,-0.1779,Negative,BJP
660,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-17 14:30:09.397766,0.0,Neutral,AAP
661,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-30 14:30:09.397766,0.0,Neutral,BJP
662,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-30 14:30:09.397766,0.0,Neutral,Other
663,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-31 14:30:09.397766,0.5574,Positive,Other
664,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-08 14:30:09.397766,0.3818,Positive,AAP
665,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-23 14:30:09.397766,0.5859,Positive,AAP
666,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-04-02 14:30:09.397766,0.0772,Positive,Other
667,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-08 14:30:09.397766,-0.1779,Negative,BJP
668,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-05 14:30:09.397766,-0.1779,Negative,BJP
669,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-23 14:30:09.397766,0.0516,Positive,AAP
670,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-17 14:30:09.397766,0.0,Neutral,BJP
671,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-28 14:30:09.397766,0.296,Positive,BJP
672,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-20 14:30:09.397766,0.4588,Positive,AAP
673,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-19 14:30:09.397766,0.0,Neutral,AAP
674,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-05 14:30:09.397766,0.0,Neutral,Other
675,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-30 14:30:09.397766,0.0,Neutral,AAP
676,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-22 14:30:09.397766,0.0516,Positive,AAP
677,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-28 14:30:09.397766,0.0772,Positive,Other
678,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-20 14:30:09.397766,0.0,Neutral,BJP
679,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-11 14:30:09.397766,0.0,Neutral,AAP
680,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-12 14:30:09.397766,0.0,Neutral,BJP
681,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-04-02 14:30:09.397766,0.4215,Positive,Other
682,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-27 14:30:09.397766,0.5859,Positive,AAP
683,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-17 14:30:09.397766,0.0,Neutral,AAP
684,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-15 14:30:09.397766,0.296,Positive,BJP
685,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-17 14:30:09.397766,0.0,Neutral,AAP
686,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-24 14:30:09.397766,0.0,Neutral,AAP
687,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-28 14:30:09.397766,0.296,Positive,BJP
688,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-24 14:30:09.397766,0.4215,Positive,Other
689,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-17 14:30:09.397766,0.0,Neutral,Other
690,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-08 14:30:09.397766,0.296,Positive,BJP
691,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-05 14:30:09.397766,0.25,Positive,Other
692,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-19 14:30:09.397766,0.0772,Positive,Other
693,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-06 14:30:09.397766,-0.1779,Negative,BJP
694,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-07 14:30:09.397766,0.0,Neutral,BJP
695,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-09 14:30:09.397766,0.0,Neutral,BJP
696,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-13 14:30:09.397766,0.6801,Positive,BJP
697,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-18 14:30:09.397766,0.743,Positive,Other
698,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-21 14:30:09.397766,-0.1779,Negative,BJP
699,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-23 14:30:09.397766,-0.5994,Negative,Other
700,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-18 14:30:09.397766,0.25,Positive,Other
